Flight_No,Airline,Destination,Via,Departure_Time,Terminal_Gate,Expected_Pax
PR211,Philippine Airlines,Manila,Direct,2024-04-22 09:32:00,T1-07,397
OZ602,Asiana Airlines,Seoul,Direct,2024-04-22 09:40:00,T1-50,185
JL771,Japan Airlines,Tokyo,Direct,2024-04-22 10:03:00,T1-26,316
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-22 10:26:00,T1-36,334
KE601,Korean Air,Seoul,Direct,2024-04-22 11:29:00,T1-44,226
QF7,Qantas,Los Angeles,Direct,2024-04-22 11:54:00,T1-53,290
SQ213,Singapore Airlines,Singapore,Direct,2024-04-22 13:28:00,T1-01,176
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-22 15:45:00,T1-43,295
QF1,Qantas,Singapore,Direct,2024-04-22 16:25:00,T1-53,369
QR007,Qatar Airways,Doha,Direct,2024-04-22 20:42:00,T1-46,222
EK413,Emirates,Dubai,Direct,2024-04-22 21:09:00,T1-18,361
GA715,Garuda Indonesia,Bali,Direct,2024-04-23 07:34:00,T1-17,312
TR13,Scoot,Singapore,Direct,2024-04-23 07:43:00,T1-41,337
SQ211,Singapore Airlines,Singapore,Direct,2024-04-23 07:56:00,T1-05,298
5J32,Cebu Pacific,Manila,Direct,2024-04-23 08:00:00,T1-34,349
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-23 08:43:00,T1-04,314
MU502,China Eastern,Shanghai,Direct,2024-04-23 09:16:00,T1-54,378
JL771,Japan Airlines,Tokyo,Direct,2024-04-23 09:55:00,T1-22,262
CA781,Air China,Beijing,Direct,2024-04-23 10:05:00,T1-30,180
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-23 10:29:00,T1-46,312
NH880,ANA,Tokyo,Direct,2024-04-23 11:16:00,T1-41,204
KE601,Korean Air,Seoul,Direct,2024-04-23 11:33:00,T1-05,173
QF7,Qantas,Los Angeles,Direct,2024-04-23 11:52:00,T1-55,192
QF1,Qantas,Singapore,Direct,2024-04-23 16:26:00,T1-32,227
UA839,United Airlines,Los Angeles,Direct,2024-04-23 21:05:00,T1-32,161
EK413,Emirates,Dubai,Direct,2024-04-23 21:07:00,T1-16,313
GA715,Garuda Indonesia,Bali,Direct,2024-04-24 07:31:00,T1-55,371
SQ211,Singapore Airlines,Singapore,Direct,2024-04-24 07:58:00,T1-51,215
TG476,Thai Airways,Bangkok,Direct,2024-04-24 08:55:00,T1-46,330
PR211,Philippine Airlines,Manila,Direct,2024-04-24 09:35:00,T1-28,344
OZ602,Asiana Airlines,Seoul,Direct,2024-04-24 09:50:00,T1-29,352
JL771,Japan Airlines,Tokyo,Direct,2024-04-24 10:00:00,T1-51,169
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-24 10:31:00,T1-09,369
KE601,Korean Air,Seoul,Direct,2024-04-24 11:26:00,T1-36,243
QF7,Qantas,Los Angeles,Direct,2024-04-24 11:59:00,T1-17,306
SQ213,Singapore Airlines,Singapore,Direct,2024-04-24 13:34:00,T1-03,334
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-24 15:45:00,T1-03,277
QF1,Qantas,Singapore,Direct,2024-04-24 16:25:00,T1-48,388
QR007,Qatar Airways,Doha,Direct,2024-04-24 20:46:00,T1-43,367
EK413,Emirates,Dubai,Direct,2024-04-24 21:15:00,T1-47,288
GA715,Garuda Indonesia,Bali,Direct,2024-04-25 07:26:00,T1-36,254
TR13,Scoot,Singapore,Direct,2024-04-25 07:43:00,T1-19,278
SQ211,Singapore Airlines,Singapore,Direct,2024-04-25 08:02:00,T1-46,252
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-25 08:50:00,T1-23,190
TG476,Thai Airways,Bangkok,Direct,2024-04-25 09:03:00,T1-50,339
MU502,China Eastern,Shanghai,Direct,2024-04-25 09:12:00,T1-16,359
JL771,Japan Airlines,Tokyo,Direct,2024-04-25 09:56:00,T1-24,169
CA781,Air China,Beijing,Direct,2024-04-25 10:03:00,T1-48,255
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-25 10:34:00,T1-05,189
NH880,ANA,Tokyo,Direct,2024-04-25 11:19:00,T1-55,258
KE601,Korean Air,Seoul,Direct,2024-04-25 11:31:00,T1-16,222
QF7,Qantas,Los Angeles,Direct,2024-04-25 11:58:00,T1-50,222
SQ213,Singapore Airlines,Singapore,Direct,2024-04-25 13:35:00,T1-11,239
QF1,Qantas,Singapore,Direct,2024-04-25 16:35:00,T1-39,272
UA839,United Airlines,Los Angeles,Direct,2024-04-25 20:55:00,T1-03,155
EK413,Emirates,Dubai,Direct,2024-04-25 21:15:00,T1-35,174
GA715,Garuda Indonesia,Bali,Direct,2024-04-26 07:29:00,T1-50,271
5J32,Cebu Pacific,Manila,Direct,2024-04-26 07:56:00,T1-33,237
SQ211,Singapore Airlines,Singapore,Direct,2024-04-26 08:00:00,T1-54,353
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-26 08:45:00,T1-32,362
MU502,China Eastern,Shanghai,Direct,2024-04-26 09:16:00,T1-52,221
PR211,Philippine Airlines,Manila,Direct,2024-04-26 09:30:00,T1-40,387
OZ602,Asiana Airlines,Seoul,Direct,2024-04-26 09:46:00,T1-27,207
JL771,Japan Airlines,Tokyo,Direct,2024-04-26 09:58:00,T1-39,156
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-26 10:35:00,T1-47,227
KE601,Korean Air,Seoul,Direct,2024-04-26 11:28:00,T1-41,241
QF7,Qantas,Los Angeles,Direct,2024-04-26 11:57:00,T1-10,195
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-26 15:40:00,T1-02,272
QF1,Qantas,Singapore,Direct,2024-04-26 16:28:00,T1-33,181
QR007,Qatar Airways,Doha,Direct,2024-04-26 20:47:00,T1-48,368
EK413,Emirates,Dubai,Direct,2024-04-26 21:13:00,T1-19,257
GA715,Garuda Indonesia,Bali,Direct,2024-04-27 07:34:00,T1-31,375
TR13,Scoot,Singapore,Direct,2024-04-27 07:43:00,T1-49,384
SQ211,Singapore Airlines,Singapore,Direct,2024-04-27 08:00:00,T1-13,389
TG476,Thai Airways,Bangkok,Direct,2024-04-27 09:00:00,T1-45,319
PR211,Philippine Airlines,Manila,Direct,2024-04-27 09:28:00,T1-10,310
OZ602,Asiana Airlines,Seoul,Direct,2024-04-27 09:43:00,T1-35,247
CA781,Air China,Beijing,Direct,2024-04-27 10:01:00,T1-20,192
JL771,Japan Airlines,Tokyo,Direct,2024-04-27 10:01:00,T1-28,197
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-27 10:27:00,T1-19,201
NH880,ANA,Tokyo,Direct,2024-04-27 11:15:00,T1-14,352
KE601,Korean Air,Seoul,Direct,2024-04-27 11:25:00,T1-24,345
QF7,Qantas,Los Angeles,Direct,2024-04-27 11:55:00,T1-46,393
SQ213,Singapore Airlines,Singapore,Direct,2024-04-27 13:27:00,T1-19,346
QF1,Qantas,Singapore,Direct,2024-04-27 16:35:00,T1-30,173
UA839,United Airlines,Los Angeles,Direct,2024-04-27 20:57:00,T1-22,310
EK413,Emirates,Dubai,Direct,2024-04-27 21:08:00,T1-08,190
GA715,Garuda Indonesia,Bali,Direct,2024-04-28 07:30:00,T1-03,398
SQ211,Singapore Airlines,Singapore,Direct,2024-04-28 07:56:00,T1-25,178
5J32,Cebu Pacific,Manila,Direct,2024-04-28 08:04:00,T1-02,259
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-28 08:46:00,T1-20,220
TG476,Thai Airways,Bangkok,Direct,2024-04-28 09:02:00,T1-08,309
MU502,China Eastern,Shanghai,Direct,2024-04-28 09:12:00,T1-43,358
PR211,Philippine Airlines,Manila,Direct,2024-04-28 09:28:00,T1-31,246
JL771,Japan Airlines,Tokyo,Direct,2024-04-28 09:58:00,T1-29,335
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-28 10:28:00,T1-04,225
NH880,ANA,Tokyo,Direct,2024-04-28 11:13:00,T1-42,158
KE601,Korean Air,Seoul,Direct,2024-04-28 11:28:00,T1-54,294
QF7,Qantas,Los Angeles,Direct,2024-04-28 11:50:00,T1-40,276
SQ213,Singapore Airlines,Singapore,Direct,2024-04-28 13:28:00,T1-37,370
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-28 15:47:00,T1-36,279
QF1,Qantas,Singapore,Direct,2024-04-28 16:29:00,T1-40,177
QR007,Qatar Airways,Doha,Direct,2024-04-28 20:45:00,T1-24,164
UA839,United Airlines,Los Angeles,Direct,2024-04-28 21:01:00,T1-35,262
EK413,Emirates,Dubai,Direct,2024-04-28 21:15:00,T1-28,184
GA715,Garuda Indonesia,Bali,Direct,2024-04-29 07:35:00,T1-20,286
SQ211,Singapore Airlines,Singapore,Direct,2024-04-29 08:01:00,T1-52,201
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-29 08:43:00,T1-08,289
TG476,Thai Airways,Bangkok,Direct,2024-04-29 09:05:00,T1-01,332
MU502,China Eastern,Shanghai,Direct,2024-04-29 09:16:00,T1-33,211
PR211,Philippine Airlines,Manila,Direct,2024-04-29 09:25:00,T1-12,164
OZ602,Asiana Airlines,Seoul,Direct,2024-04-29 09:41:00,T1-29,312
JL771,Japan Airlines,Tokyo,Direct,2024-04-29 09:59:00,T1-28,272
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-29 10:34:00,T1-19,277
KE601,Korean Air,Seoul,Direct,2024-04-29 11:28:00,T1-24,219
QF7,Qantas,Los Angeles,Direct,2024-04-29 11:55:00,T1-22,167
SQ213,Singapore Airlines,Singapore,Direct,2024-04-29 13:35:00,T1-15,250
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-29 15:45:00,T1-45,170
QF1,Qantas,Singapore,Direct,2024-04-29 16:29:00,T1-51,317
QR007,Qatar Airways,Doha,Direct,2024-04-29 20:42:00,T1-46,291
EK413,Emirates,Dubai,Direct,2024-04-29 21:07:00,T1-07,303
GA715,Garuda Indonesia,Bali,Direct,2024-04-30 07:27:00,T1-44,171
TR13,Scoot,Singapore,Direct,2024-04-30 07:49:00,T1-37,286
SQ211,Singapore Airlines,Singapore,Direct,2024-04-30 07:58:00,T1-16,221
5J32,Cebu Pacific,Manila,Direct,2024-04-30 07:59:00,T1-03,151
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-30 08:43:00,T1-23,322
MU502,China Eastern,Shanghai,Direct,2024-04-30 09:18:00,T1-42,233
CA781,Air China,Beijing,Direct,2024-04-30 10:02:00,T1-36,272
JL771,Japan Airlines,Tokyo,Direct,2024-04-30 10:02:00,T1-20,199
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-30 10:32:00,T1-55,233
NH880,ANA,Tokyo,Direct,2024-04-30 11:13:00,T1-32,188
KE601,Korean Air,Seoul,Direct,2024-04-30 11:27:00,T1-25,389
QF7,Qantas,Los Angeles,Direct,2024-04-30 11:56:00,T1-53,274
QF1,Qantas,Singapore,Direct,2024-04-30 16:34:00,T1-24,276
UA839,United Airlines,Los Angeles,Direct,2024-04-30 20:56:00,T1-18,365
EK413,Emirates,Dubai,Direct,2024-04-30 21:15:00,T1-16,259
GA715,Garuda Indonesia,Bali,Direct,2024-05-01 07:25:00,T1-40,288
SQ211,Singapore Airlines,Singapore,Direct,2024-05-01 07:55:00,T1-13,355
TG476,Thai Airways,Bangkok,Direct,2024-05-01 09:04:00,T1-49,363
PR211,Philippine Airlines,Manila,Direct,2024-05-01 09:26:00,T1-08,283
OZ602,Asiana Airlines,Seoul,Direct,2024-05-01 09:47:00,T1-15,254
JL771,Japan Airlines,Tokyo,Direct,2024-05-01 10:03:00,T1-55,349
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-01 10:29:00,T1-13,331
KE601,Korean Air,Seoul,Direct,2024-05-01 11:34:00,T1-35,295
QF7,Qantas,Los Angeles,Direct,2024-05-01 11:54:00,T1-54,327
SQ213,Singapore Airlines,Singapore,Direct,2024-05-01 13:31:00,T1-08,241
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-01 15:42:00,T1-08,347
QF1,Qantas,Singapore,Direct,2024-05-01 16:35:00,T1-30,297
QR007,Qatar Airways,Doha,Direct,2024-05-01 20:45:00,T1-44,203
EK413,Emirates,Dubai,Direct,2024-05-01 21:11:00,T1-43,347
GA715,Garuda Indonesia,Bali,Direct,2024-05-02 07:28:00,T1-02,373
TR13,Scoot,Singapore,Direct,2024-05-02 07:45:00,T1-38,371
SQ211,Singapore Airlines,Singapore,Direct,2024-05-02 08:00:00,T1-32,202
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-02 08:47:00,T1-44,294
TG476,Thai Airways,Bangkok,Direct,2024-05-02 09:05:00,T1-50,211
MU502,China Eastern,Shanghai,Direct,2024-05-02 09:14:00,T1-44,343
JL771,Japan Airlines,Tokyo,Direct,2024-05-02 09:56:00,T1-26,200
CA781,Air China,Beijing,Direct,2024-05-02 10:01:00,T1-45,176
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-02 10:32:00,T1-23,179
NH880,ANA,Tokyo,Direct,2024-05-02 11:10:00,T1-04,162
KE601,Korean Air,Seoul,Direct,2024-05-02 11:31:00,T1-25,198
QF7,Qantas,Los Angeles,Direct,2024-05-02 11:58:00,T1-12,150
SQ213,Singapore Airlines,Singapore,Direct,2024-05-02 13:28:00,T1-14,238
QF1,Qantas,Singapore,Direct,2024-05-02 16:31:00,T1-17,260
UA839,United Airlines,Los Angeles,Direct,2024-05-02 20:55:00,T1-45,362
EK413,Emirates,Dubai,Direct,2024-05-02 21:05:00,T1-44,290
GA715,Garuda Indonesia,Bali,Direct,2024-05-03 07:31:00,T1-40,179
5J32,Cebu Pacific,Manila,Direct,2024-05-03 07:59:00,T1-55,280
SQ211,Singapore Airlines,Singapore,Direct,2024-05-03 08:05:00,T1-50,296
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-03 08:45:00,T1-03,356
MU502,China Eastern,Shanghai,Direct,2024-05-03 09:18:00,T1-25,171
PR211,Philippine Airlines,Manila,Direct,2024-05-03 09:30:00,T1-18,198
OZ602,Asiana Airlines,Seoul,Direct,2024-05-03 09:44:00,T1-16,272
JL771,Japan Airlines,Tokyo,Direct,2024-05-03 10:02:00,T1-07,253
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-03 10:25:00,T1-43,231
KE601,Korean Air,Seoul,Direct,2024-05-03 11:29:00,T1-40,282
QF7,Qantas,Los Angeles,Direct,2024-05-03 11:56:00,T1-41,208
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-03 15:42:00,T1-21,333
QF1,Qantas,Singapore,Direct,2024-05-03 16:28:00,T1-46,324
QR007,Qatar Airways,Doha,Direct,2024-05-03 20:44:00,T1-04,324
EK413,Emirates,Dubai,Direct,2024-05-03 21:07:00,T1-44,274
GA715,Garuda Indonesia,Bali,Direct,2024-05-04 07:25:00,T1-50,326
TR13,Scoot,Singapore,Direct,2024-05-04 07:40:00,T1-49,252
SQ211,Singapore Airlines,Singapore,Direct,2024-05-04 08:00:00,T1-09,253
TG476,Thai Airways,Bangkok,Direct,2024-05-04 09:04:00,T1-17,175
PR211,Philippine Airlines,Manila,Direct,2024-05-04 09:26:00,T1-40,249
OZ602,Asiana Airlines,Seoul,Direct,2024-05-04 09:48:00,T1-13,158
CA781,Air China,Beijing,Direct,2024-05-04 09:57:00,T1-36,257
JL771,Japan Airlines,Tokyo,Direct,2024-05-04 09:59:00,T1-29,210
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-04 10:27:00,T1-04,164
NH880,ANA,Tokyo,Direct,2024-05-04 11:10:00,T1-08,181
KE601,Korean Air,Seoul,Direct,2024-05-04 11:34:00,T1-50,286
QF7,Qantas,Los Angeles,Direct,2024-05-04 11:56:00,T1-26,348
SQ213,Singapore Airlines,Singapore,Direct,2024-05-04 13:29:00,T1-08,189
QF1,Qantas,Singapore,Direct,2024-05-04 16:31:00,T1-25,295
UA839,United Airlines,Los Angeles,Direct,2024-05-04 20:55:00,T1-17,278
EK413,Emirates,Dubai,Direct,2024-05-04 21:12:00,T1-02,371
GA715,Garuda Indonesia,Bali,Direct,2024-05-05 07:31:00,T1-30,327
5J32,Cebu Pacific,Manila,Direct,2024-05-05 07:55:00,T1-20,369
SQ211,Singapore Airlines,Singapore,Direct,2024-05-05 07:56:00,T1-36,221
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-05 08:44:00,T1-20,230
TG476,Thai Airways,Bangkok,Direct,2024-05-05 09:05:00,T1-21,357
MU502,China Eastern,Shanghai,Direct,2024-05-05 09:14:00,T1-50,247
PR211,Philippine Airlines,Manila,Direct,2024-05-05 09:32:00,T1-53,314
JL771,Japan Airlines,Tokyo,Direct,2024-05-05 10:01:00,T1-44,321
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-05 10:27:00,T1-49,189
NH880,ANA,Tokyo,Direct,2024-05-05 11:18:00,T1-39,317
KE601,Korean Air,Seoul,Direct,2024-05-05 11:28:00,T1-53,340
QF7,Qantas,Los Angeles,Direct,2024-05-05 11:59:00,T1-37,191
SQ213,Singapore Airlines,Singapore,Direct,2024-05-05 13:35:00,T1-29,156
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-05 15:44:00,T1-23,150
QF1,Qantas,Singapore,Direct,2024-05-05 16:27:00,T1-40,179
QR007,Qatar Airways,Doha,Direct,2024-05-05 20:48:00,T1-09,366
UA839,United Airlines,Los Angeles,Direct,2024-05-05 20:55:00,T1-38,352
EK413,Emirates,Dubai,Direct,2024-05-05 21:08:00,T1-53,250
GA715,Garuda Indonesia,Bali,Direct,2024-05-06 07:32:00,T1-19,307
SQ211,Singapore Airlines,Singapore,Direct,2024-05-06 08:02:00,T1-20,212
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-06 08:44:00,T1-06,240
TG476,Thai Airways,Bangkok,Direct,2024-05-06 08:56:00,T1-20,178
MU502,China Eastern,Shanghai,Direct,2024-05-06 09:10:00,T1-10,400
PR211,Philippine Airlines,Manila,Direct,2024-05-06 09:29:00,T1-09,279
OZ602,Asiana Airlines,Seoul,Direct,2024-05-06 09:43:00,T1-19,352
JL771,Japan Airlines,Tokyo,Direct,2024-05-06 09:57:00,T1-06,371
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-06 10:34:00,T1-42,201
KE601,Korean Air,Seoul,Direct,2024-05-06 11:31:00,T1-22,296
QF7,Qantas,Los Angeles,Direct,2024-05-06 11:58:00,T1-20,238
SQ213,Singapore Airlines,Singapore,Direct,2024-05-06 13:25:00,T1-50,348
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-06 15:41:00,T1-39,198
QF1,Qantas,Singapore,Direct,2024-05-06 16:35:00,T1-50,281
QR007,Qatar Airways,Doha,Direct,2024-05-06 20:48:00,T1-43,217
EK413,Emirates,Dubai,Direct,2024-05-06 21:15:00,T1-12,150
GA715,Garuda Indonesia,Bali,Direct,2024-05-07 07:34:00,T1-32,178
TR13,Scoot,Singapore,Direct,2024-05-07 07:43:00,T1-16,290
SQ211,Singapore Airlines,Singapore,Direct,2024-05-07 07:59:00,T1-55,188
5J32,Cebu Pacific,Manila,Direct,2024-05-07 08:03:00,T1-51,207
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-07 08:50:00,T1-33,247
MU502,China Eastern,Shanghai,Direct,2024-05-07 09:18:00,T1-09,261
CA781,Air China,Beijing,Direct,2024-05-07 09:57:00,T1-15,161
JL771,Japan Airlines,Tokyo,Direct,2024-05-07 09:57:00,T1-32,306
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-07 10:34:00,T1-01,232
NH880,ANA,Tokyo,Direct,2024-05-07 11:14:00,T1-54,229
KE601,Korean Air,Seoul,Direct,2024-05-07 11:28:00,T1-53,352
QF7,Qantas,Los Angeles,Direct,2024-05-07 11:58:00,T1-10,202
QF1,Qantas,Singapore,Direct,2024-05-07 16:35:00,T1-47,351
UA839,United Airlines,Los Angeles,Direct,2024-05-07 20:55:00,T1-38,247
EK413,Emirates,Dubai,Direct,2024-05-07 21:13:00,T1-25,253
GA715,Garuda Indonesia,Bali,Direct,2024-05-08 07:27:00,T1-21,292
SQ211,Singapore Airlines,Singapore,Direct,2024-05-08 07:57:00,T1-38,375
TG476,Thai Airways,Bangkok,Direct,2024-05-08 08:56:00,T1-17,283
PR211,Philippine Airlines,Manila,Direct,2024-05-08 09:25:00,T1-07,400
OZ602,Asiana Airlines,Seoul,Direct,2024-05-08 09:48:00,T1-17,397
JL771,Japan Airlines,Tokyo,Direct,2024-05-08 09:57:00,T1-41,265
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-08 10:31:00,T1-48,152
KE601,Korean Air,Seoul,Direct,2024-05-08 11:34:00,T1-01,309
QF7,Qantas,Los Angeles,Direct,2024-05-08 11:54:00,T1-52,353
SQ213,Singapore Airlines,Singapore,Direct,2024-05-08 13:29:00,T1-10,323
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-08 15:50:00,T1-08,357
QF1,Qantas,Singapore,Direct,2024-05-08 16:29:00,T1-15,159
QR007,Qatar Airways,Doha,Direct,2024-05-08 20:45:00,T1-05,333
EK413,Emirates,Dubai,Direct,2024-05-08 21:06:00,T1-55,323
GA715,Garuda Indonesia,Bali,Direct,2024-05-09 07:26:00,T1-27,273
TR13,Scoot,Singapore,Direct,2024-05-09 07:41:00,T1-38,364
SQ211,Singapore Airlines,Singapore,Direct,2024-05-09 07:57:00,T1-13,283
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-09 08:46:00,T1-12,318
TG476,Thai Airways,Bangkok,Direct,2024-05-09 08:56:00,T1-14,161
MU502,China Eastern,Shanghai,Direct,2024-05-09 09:11:00,T1-30,376
CA781,Air China,Beijing,Direct,2024-05-09 10:02:00,T1-19,298
JL771,Japan Airlines,Tokyo,Direct,2024-05-09 10:04:00,T1-29,241
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-09 10:33:00,T1-03,213
NH880,ANA,Tokyo,Direct,2024-05-09 11:20:00,T1-50,387
KE601,Korean Air,Seoul,Direct,2024-05-09 11:34:00,T1-12,310
QF7,Qantas,Los Angeles,Direct,2024-05-09 11:52:00,T1-14,289
SQ213,Singapore Airlines,Singapore,Direct,2024-05-09 13:33:00,T1-41,233
QF1,Qantas,Singapore,Direct,2024-05-09 16:28:00,T1-04,194
UA839,United Airlines,Los Angeles,Direct,2024-05-09 21:00:00,T1-18,372
EK413,Emirates,Dubai,Direct,2024-05-09 21:15:00,T1-07,368
GA715,Garuda Indonesia,Bali,Direct,2024-05-10 07:28:00,T1-25,325
SQ211,Singapore Airlines,Singapore,Direct,2024-05-10 07:56:00,T1-29,356
5J32,Cebu Pacific,Manila,Direct,2024-05-10 08:05:00,T1-16,155
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-10 08:41:00,T1-37,173
MU502,China Eastern,Shanghai,Direct,2024-05-10 09:14:00,T1-53,162
PR211,Philippine Airlines,Manila,Direct,2024-05-10 09:28:00,T1-42,343
OZ602,Asiana Airlines,Seoul,Direct,2024-05-10 09:42:00,T1-17,314
JL771,Japan Airlines,Tokyo,Direct,2024-05-10 10:04:00,T1-23,176
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-10 10:34:00,T1-05,183
KE601,Korean Air,Seoul,Direct,2024-05-10 11:29:00,T1-29,397
QF7,Qantas,Los Angeles,Direct,2024-05-10 12:00:00,T1-19,171
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-10 15:41:00,T1-23,327
QF1,Qantas,Singapore,Direct,2024-05-10 16:25:00,T1-41,346
QR007,Qatar Airways,Doha,Direct,2024-05-10 20:48:00,T1-21,180
EK413,Emirates,Dubai,Direct,2024-05-10 21:13:00,T1-07,164
GA715,Garuda Indonesia,Bali,Direct,2024-05-11 07:27:00,T1-25,296
TR13,Scoot,Singapore,Direct,2024-05-11 07:49:00,T1-01,219
SQ211,Singapore Airlines,Singapore,Direct,2024-05-11 08:00:00,T1-25,232
TG476,Thai Airways,Bangkok,Direct,2024-05-11 09:01:00,T1-22,265
PR211,Philippine Airlines,Manila,Direct,2024-05-11 09:29:00,T1-41,368
OZ602,Asiana Airlines,Seoul,Direct,2024-05-11 09:46:00,T1-16,269
CA781,Air China,Beijing,Direct,2024-05-11 10:02:00,T1-23,383
JL771,Japan Airlines,Tokyo,Direct,2024-05-11 10:03:00,T1-47,275
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-11 10:31:00,T1-31,370
NH880,ANA,Tokyo,Direct,2024-05-11 11:11:00,T1-43,252
KE601,Korean Air,Seoul,Direct,2024-05-11 11:31:00,T1-54,167
QF7,Qantas,Los Angeles,Direct,2024-05-11 11:50:00,T1-45,297
SQ213,Singapore Airlines,Singapore,Direct,2024-05-11 13:27:00,T1-05,180
QF1,Qantas,Singapore,Direct,2024-05-11 16:33:00,T1-17,338
UA839,United Airlines,Los Angeles,Direct,2024-05-11 20:56:00,T1-07,183
EK413,Emirates,Dubai,Direct,2024-05-11 21:13:00,T1-24,188
GA715,Garuda Indonesia,Bali,Direct,2024-05-12 07:26:00,T1-33,378
5J32,Cebu Pacific,Manila,Direct,2024-05-12 07:58:00,T1-12,276
SQ211,Singapore Airlines,Singapore,Direct,2024-05-12 08:05:00,T1-32,275
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-12 08:46:00,T1-24,391
TG476,Thai Airways,Bangkok,Direct,2024-05-12 09:02:00,T1-14,377
MU502,China Eastern,Shanghai,Direct,2024-05-12 09:20:00,T1-05,328
PR211,Philippine Airlines,Manila,Direct,2024-05-12 09:29:00,T1-35,291
JL771,Japan Airlines,Tokyo,Direct,2024-05-12 10:04:00,T1-01,282
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-12 10:26:00,T1-17,185
NH880,ANA,Tokyo,Direct,2024-05-12 11:15:00,T1-20,338
KE601,Korean Air,Seoul,Direct,2024-05-12 11:32:00,T1-20,167
QF7,Qantas,Los Angeles,Direct,2024-05-12 11:51:00,T1-02,249
SQ213,Singapore Airlines,Singapore,Direct,2024-05-12 13:31:00,T1-46,318
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-12 15:48:00,T1-24,313
QF1,Qantas,Singapore,Direct,2024-05-12 16:27:00,T1-39,165
QR007,Qatar Airways,Doha,Direct,2024-05-12 20:49:00,T1-47,256
UA839,United Airlines,Los Angeles,Direct,2024-05-12 20:56:00,T1-44,164
EK413,Emirates,Dubai,Direct,2024-05-12 21:10:00,T1-27,353
GA715,Garuda Indonesia,Bali,Direct,2024-05-13 07:32:00,T1-40,383
SQ211,Singapore Airlines,Singapore,Direct,2024-05-13 08:00:00,T1-11,230
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-05-13 08:44:00,T1-48,262
TG476,Thai Airways,Bangkok,Direct,2024-05-13 09:02:00,T1-03,391
MU502,China Eastern,Shanghai,Direct,2024-05-13 09:15:00,T1-16,191
PR211,Philippine Airlines,Manila,Direct,2024-05-13 09:27:00,T1-25,319
OZ602,Asiana Airlines,Seoul,Direct,2024-05-13 09:48:00,T1-55,237
JL771,Japan Airlines,Tokyo,Direct,2024-05-13 10:03:00,T1-48,257
CX101,Cathay Pacific,Hong Kong,Direct,2024-05-13 10:26:00,T1-38,196
KE601,Korean Air,Seoul,Direct,2024-05-13 11:31:00,T1-54,219
QF7,Qantas,Los Angeles,Direct,2024-05-13 11:50:00,T1-40,323
SQ213,Singapore Airlines,Singapore,Direct,2024-05-13 13:33:00,T1-03,167
CX103,Cathay Pacific,Hong Kong,Direct,2024-05-13 15:42:00,T1-37,266
QF1,Qantas,Singapore,Direct,2024-05-13 16:26:00,T1-18,159
